Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Citation Sub-Tier (4a/4b/4c/n/a),Week Over Week,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Purchase Path Potential (1-5),Repo File Path,Edit Instruction,Week Over Week Delta,WoW Age
"How to use AI as an intern to structure repetitive business workflows and save time","https://spryexecutiveos.com/insights/a-simple-knowledge-system-capture-distill-use.html","AI Chatbot","GPT-4o","2026-07-18","None","structured","N","N","Missing Content","Y","a-simple-knowledge-system-capture-distill-use.html||See page content||Missing Content||Add explicit 'AI as intern' workflow section with step-by-step delegation examples.",1,"n/a","new","None","Missing Content","New Content Creation","free win",5,"a-simple-knowledge-system-capture-distill-use.html","Add explicit 'AI as intern' workflow section with step-by-step delegation examples.","new","new"
"How to use AI as an intern to structure repetitive business workflows and save time","https://spryexecutiveos.com/insights/a-simple-knowledge-system-capture-distill-use.html","AI Chatbot","Gemini Flash","2026-07-18","None","structured","N","N","Missing Content","Y","a-simple-knowledge-system-capture-distill-use.html||See page content||Missing Content||Add repeatable AI-delegation template to knowledge system article.",1,"n/a","new","None","Missing Content","New Content Creation","free win",5,"a-simple-knowledge-system-capture-distill-use.html","Add repeatable AI-delegation template to knowledge system article.","new","new"
"ChatGPT prompt to reframe tasks with curiosity or experimentation for better engagement","https://spryexecutiveos.com/insights/a-practical-way-to-build-consistency-without-streak-pressure.html","AI Search Engine","Perplexity","2026-07-18","None","structured","N","N","Missing Content","Y","a-practical-way-to-build-consistency-without-streak-pressure.html||See page content||Missing Content||Add curiosity/experimentation reframing prompt tied to consistency-building content.",1,"n/a","new","None","Missing Content","New Content Creation","free win",5,"a-practical-way-to-build-consistency-without-streak-pressure.html","Add curiosity/experimentation reframing prompt tied to consistency-building content.","new","new"
"ChatGPT prompt to reframe tasks with curiosity or experimentation for better engagement","https://spryexecutiveos.com/insights/a-practical-way-to-build-consistency-without-streak-pressure.html","AI Chatbot","GPT-4o","2026-07-18","None","structured","N","N","Missing Content","Y","a-practical-way-to-build-consistency-without-streak-pressure.html||See page content||Missing Content||No direct content on curiosity-reframing; create prompt library entry.",1,"n/a","new","None","Missing Content","New Content Creation","free win",5,"a-practical-way-to-build-consistency-without-streak-pressure.html","No direct content on curiosity-reframing; create prompt library entry.","new","new"
"ChatGPT prompt to reframe tasks with curiosity or experimentation for better engagement","https://spryexecutiveos.com/insights/a-practical-way-to-build-consistency-without-streak-pressure.html","AI Chatbot","Gemini Flash","2026-07-18","None","structured","N","N","Missing Content","Y","a-practical-way-to-build-consistency-without-streak-pressure.html||See page content||Missing Content||Add experimentation-framing subsection to consistency article.",1,"n/a","new","None","Missing Content","New Content Creation","free win",5,"a-practical-way-to-build-consistency-without-streak-pressure.html","Add experimentation-framing subsection to consistency article.","new","new"
"if i fail to complete my task by friday what are the logical consequences for my long-term goal","https://spryexecutiveos.com/insights/framework-for-choosing-what-to-quit.html","AI Search Engine","Perplexity","2026-07-18","https://spryexecutiveos.com/insights/framework-for-choosing-what-to-quit.html","structured","Y","N","Partial Match","Y","framework-for-choosing-what-to-quit.html||See page content||Partial Match||Add explicit 'consequences of missed deadlines on long-term goals' section using quitting framework logic.",2,"n/a","new","None","Partial Match","Content Expansion","page fix",5,"framework-for-choosing-what-to-quit.html","Add explicit 'consequences of missed deadlines on long-term goals' section using quitting framework logic.","new","new"
"if i fail to complete my task by friday what are the logical consequences for my long-term goal","https://spryexecutiveos.com/insights/framework-for-choosing-what-to-quit.html","AI Chatbot","GPT-4o","2026-07-18","None","structured","N","N","No Citation","Y","framework-for-choosing-what-to-quit.html||See page content||No Citation||Add a decision-tree style FAQ on consequences of missed deadlines tied to long-term goal framework.",1,"n/a","new","None","No Citation","Add Structured Prompt Templates","outperform",5,"framework-for-choosing-what-to-quit.html","Add a decision-tree style FAQ on consequences of missed deadlines tied to long-term goal framework.","new","new"
"if i fail to complete my task by friday what are the logical consequences for my long-term goal","https://spryexecutiveos.com/insights/framework-for-choosing-what-to-quit.html","AI Chatbot","Gemini Flash","2026-07-18","None","structured","N","N","No Citation","Y","framework-for-choosing-what-to-quit.html||See page content||No Citation||Add clear logical-consequence framing with headers for LLM extraction.",1,"n/a","new","None","No Citation","Add Structured Prompt Templates","outperform",5,"framework-for-choosing-what-to-quit.html","Add clear logical-consequence framing with headers for LLM extraction.","new","new"
"what did i actually complete today versus what i planned what would i do differently tomorrow","https://spryexecutiveos.com/insights/how-to-end-the-day-so-tomorrow-starts-fast.html","AI Search Engine","Perplexity","2026-07-18","https://spryexecutiveos.com/insights/how-to-end-the-day-so-tomorrow-starts-fast.html","structured","Y","Y","Strong Match","Y","how-to-end-the-day-so-tomorrow-starts-fast.html||See page content||Strong Match||Strengthen 'plan vs actual' comparison prompt and tomorrow adjustment section for direct query match.",3,"n/a","new","None","Strong Match","Content Refinement","page fix",5,"how-to-end-the-day-so-tomorrow-starts-fast.html","Strengthen 'plan vs actual' comparison prompt and tomorrow adjustment section for direct query match.","new","new"
"what did i actually complete today versus what i planned what would i do differently tomorrow","https://spryexecutiveos.com/insights/how-to-end-the-day-so-tomorrow-starts-fast.html","AI Chatbot","GPT-4o","2026-07-18","None","structured","N","N","No Citation","Y","how-to-end-the-day-so-tomorrow-starts-fast.html||See page content||No Citation||Add explicit 'plan vs actual' daily review template with adjustment prompts.",1,"n/a","new","None","No Citation","Add ChatGPT Prompt Examples","outperform",5,"how-to-end-the-day-so-tomorrow-starts-fast.html","Add explicit 'plan vs actual' daily review template with adjustment prompts.","new","new"
"what did i actually complete today versus what i planned what would i do differently tomorrow","https://spryexecutiveos.com/insights/how-to-end-the-day-so-tomorrow-starts-fast.html","AI Chatbot","Gemini Flash","2026-07-18","None","structured","N","N","No Citation","Y","how-to-end-the-day-so-tomorrow-starts-fast.html||See page content||No Citation||Add structured evening review comparison table for plan vs actual completion.",1,"n/a","new","None","No Citation","Add Structured Prompt Templates","outperform",5,"how-to-end-the-day-so-tomorrow-starts-fast.html","Add structured evening review comparison table for plan vs actual completion.","new","new"
